SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,_,"-""-",-,-,10,6,3,3,0,0,18,0,0,3,27828600000,1127024,1512
ssa,_,"-""-",-,-,11,4,3,3,0,0,12,0,0,3,25682500000,1127024,1427
ssa,_,"-""-",-,-,12,5,0,0,0,0,10,0,0,0,13068100000,1127024,817
ssa,_,"-""-",-,-,13,4,4,3,0,0,28,0,0,4,34197200000,1127024,1637
ssa,3,t2,1,9,0,4,1,3,0,0,12,0,0,1,18656500000,1050496,1079
ssa,_,"-""-",-,-,1,3,2,2,0,0,9,0,0,2,15625500000,1050496,966
ssa,_,"-""-",-,-,2,4,3,2,0,0,20,0,0,3,27723000000,1050496,1396
ssa,_,"-""-",-,-,3,4,2,2,0,0,12,0,0,2,20175300000,1050496,1139
ssa,_,"-""-",-,-,4,4,2,2,0,0,12,0,0,2,20454500000,1050496,1134
ssa,_,"-""-",-,-,5,4,2,2,0,0,12,0,0,2,19777800000,1050496,1135
ssa,_,"-""-",-,-,6,4,4,0,0,0,20,0,0,4,25578700000,1050496,1309
ssa,_,"-""-",-,-,7,4,0,0,0,0,16,0,0,0,16844500000,1050496,917
ssa,_,"-""-",-,-,8,4,0,0,0,0,8,0,0,0,13357300000,1050496,830
ssa,4,t3,1,10,0,5,2,2,0,0,15,0,0,2,18247100000,1336528,1089
ssa,_,"-""-",-,-,1,5,2,2,0,0,15,0,0,2,20635700000,1336528,1208
ssa,_,"-""-",-,-,2,3,0,0,0,0,6,0,0,0,13857500000,1336528,863
ssa,_,"-""-",-,-,3,4,3,1,0,0,20,0,0,3,24944900000,1336528,1318
ssa,_,"-""-",-,-,4,4,2,2,0,0,12,0,0,2,20420900000,1336528,1180
ssa,_,"-""-",-,-,5,3,2,2,0,0,9,0,0,2,18707900000,1336528,1140
ssa,_,"-""-",-,-,6,3,4,2,0,0,15,0,0,4,22406700000,1336528,1305
ssa,_,"-""-",-,-,7,3,4,2,0,0,15,0,0,4,23115500000,1336528,1254
ssa,_,"-""-",-,-,8,3,4,2,0,0,15,0,0,4,20841800000,1336528,1254
ssa,_,"-""-",-,-,9,3,5,2,0,0,21,0,0,5,26487600000,1336528,1500
ssa,5,t4,1,6,0,4,2,2,0,0,12,0,0,2,19012400000,1228336,1144
ssa,_,"-""-",-,-,1,3,2,2,0,0,9,0,0,2,15604400000,1228336,976
ssa,_,"-""-",-,-,2,4,2,2,0,0,12,0,0,2,20264400000,1228336,1225
ssa,_,"-""-",-,-,3,3,0,0,0,0,6,0,0,0,15325500000,1228336,929
ssa,_,"-""-",-,-,4,3,0,0,0,0,6,0,0,0,16460900000,1228336,1039
ssa,_,"-""-",-,-,5,4,0,0,0,0,0,0,0,0,22608900000,1228336,1105
ssa,6,t5,1,6,0,3,1,1,0,0,6,0,0,1,19738700000,1541160,1077
ssa,_,"-""-",-,-,1,4,1,0,0,0,8,0,0,1,16163800000,1541160,980
ssa,_,"-""-",-,-,2,3,4,0,0,0,15,0,0,4,23907200000,1541160,1318
ssa,_,"-""-",-,-,3,6,2,3,0,0,30,0,0,2,38662800000,1541160,2013
ssa,_,"-""-",-,-,4,6,3,2,0,0,30,0,0,3,41556800000,1541160,1920
ssa,_,"-""-",-,-,5,3,4,0,0,0,15,0,0,4,32646600000,1541160,1727
ssa,7,t6,1,5,0,6,7,11,0,0,60,0,0,7,61651200000,1871920,2672
ssa,_,"-""-",-,-,1,6,8,10,0,0,60,0,0,8,67254300000,1871920,2674
ssa,_,"-""-",-,-,2,6,2,8,0,0,30,0,0,2,28761700000,1871920,1485
ssa,_,"-""-",-,-,3,4,4,1,0,0,20,0,0,4,28973800000,1871920,1525
ssa,_,"-""-",-,-,4,6,0,0,0,0,48,0,0,0,30809700000,1871920,1352
ssa,8,t7,1,3,0,6,5,13,0,0,60,0,0,5,56502100000,1894488,2502
ssa,_,"-""-",-,-,1,6,12,11,0,0,90,0,0,12,89151900000,1894488,3382
ssa,_,"-""-",-,-,2,4,12,9,0,0,60,0,0,12,68788000000,1894488,3202
ssa,9,t8,1,6,0,3,0,0,0,0,0,0,0,0,5394900001,1871608,524
ssa,_,"-""-",-,-,1,4,0,0,0,0,8,0,0,0,14347299999,1871608,875
ssa,_,"-""-",-,-,2,5,2,0,0,0,5,0,0,2,11791000000,1871608,829
ssa,_,"-""-",-,-,3,3,0,0,0,0,6,0,0,0,11148799999,1871608,718
ssa,_,"-""-",-,-,4,5,0,1,0,0,10,0,0,0,15515500000,1871608,939
ssa,_,"-""-",-,-,5,3,0,0,0,0,6,0,0,0,7669600000,1871608,635
ssa,10,t9,1,4,0,4,4,2,0,0,36,0,0,4,51461400000,2177280,1711
ssa,_,"-""-",-,-,1,4,7,2,0,0,40,0,0,7,70746200000,2177280,2063
ssa,_,"-""-",-,-,2,5,5,3,0,0,65,0,0,5,48220100000,2177280,2221
ssa,_,"-""-",-,-,3,4,3,2,0,0,20,0,0,3,38570500000,2177280,1397
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
dsa,1,t0,1,11,0,3,2,2,0,0,0,0,0,2,4375100000,696408,978
dsa,_,"-""-",-,-,1,3,0,2,0,0,0,0,0,0,3435500000,696408,846
dsa,_,"-""-",-,-,2,3,1,3,0,0,0,0,0,1,4023100000,696408,920
dsa,_,"-""-",-,-,3,3,1,3,0,0,0,0,0,1,4511100000,696408,982
dsa,_,"-""-",-,-,4,3,1,5,0,0,0,0,0,1,5255700000,696408,1160
dsa,_,"-""-",-,-,5,3,1,3,0,0,0,0,0,1,4514100000,696408,1032
dsa,_,"-""-",-,-,6,3,2,8,0,0,0,0,0,2,12261800000,696408,1401
dsa,_,"-""-",-,-,7,3,4,6,0,0,0,0,0,4,11371600000,696408,1509
dsa,_,"-""-",-,-,8,3,5,9,0,0,0,0,0,5,16101200000,696408,1902
dsa,_,"-""-",-,-,9,4,4,6,0,0,0,0,0,4,6183100000,696408,1308
dsa,_,"-""-",-,-,10,6,4,6,0,0,0,0,0,4,8010700000,696408,1459
dsa,2,t1,1,14,0,4,3,1,0,0,0,0,0,3,5909600000,1127024,1184
dsa,_,"-""-",-,-,1,4,5,3,0,0,0,0,0,5,7323700000,1127024,1484
dsa,_,"-""-",-,-,2,4,4,3,0,0,0,0,0,4,8270500000,1127024,1471
dsa,_,"-""-",-,-,3,4,3,1,0,0,0,0,0,3,6177400000,1127024,1139
dsa,_,"-""-",-,-,4,4,3,1,0,0,0,0,0,3,10745700000,1127024,1080
dsa,_,"-""-",-,-,5,4,2,0,0,0,0,0,0,2,22042100000,1127024,920
dsa,_,"-""-",-,-,6,4,2,0,0,0,0,0,0,2,4064900000,1127024,871
dsa,_,"-""-",-,-,7,4,2,0,0,0,0,0,0,2,4066300000,1127024,865
dsa,_,"-""-",-,-,8,3,2,0,0,0,0,0,0,2,3670000000,1127024,812
dsa,_,"-""-",-,-,9,3,0,0,0,0,0,0,0,0,2758700000,1127024,530
dsa,_,"-""-",-,-,10,6,6,0,0,0,0,0,0,6,8085400000,1127024,1463
dsa,_,"-""-",-,-,11,4,6,0,0,0,0,0,0,6,7979000000,1127024,1379
dsa,_,"-""-",-,-,12,5,0,0,0,0,0,0,0,0,4915300000,1127024,825
dsa,_,"-""-",-,-,13,4,6,5,0,0,0,0,0,6,10655000000,1127024,1767
dsa,3,t2,1,9,0,4,2,2,0,0,0,0,0,2,5196800000,1050496,1080
dsa,_,"-""-",-,-,1,3,4,0,0,0,0,0,0,4,4009400000,1050496,967
dsa,_,"-""-",-,-,2,4,4,3,0,0,0,0,0,4,6784900000,1050496,1475
dsa,_,"-""-",-,-,3,4,4,0,0,0,0,0,0,4,7547700000,1050496,1139
dsa,_,"-""-",-,-,4,4,4,0,0,0,0,0,0,4,5264800000,1050496,1134
dsa,_,"-""-",-,-,5,4,4,0,0,0,0,0,0,4,5021500000,1050496,1135
dsa,_,"-""-",-,-,6,4,5,1,0,0,0,0,0,5,8095800000,1050496,1364
dsa,_,"-""-",-,-,7,4,0,0,0,0,0,0,0,0,4693400000,1050496,932
dsa,_,"-""-",-,-,8,4,0,0,0,0,0,0,0,0,3905400000,1050496,838
dsa,4,t3,1,10,0,5,3,1,0,0,0,0,0,3,5305800000,1336528,1089
dsa,_,"-""-",-,-,1,5,2,2,0,0,0,0,0,2,7475700000,1336528,1209
dsa,_,"-""-",-,-,2,3,0,0,0,0,0,0,0,0,4290800000,1336528,871
dsa,_,"-""-",-,-,3,4,4,2,0,0,0,0,0,4,6917000000,1336528,1386
dsa,_,"-""-",-,-,4,4,2,2,0,0,0,0,0,2,5782500000,1336528,1183
dsa,_,"-""-",-,-,5,3,2,2,0,0,0,0,0,2,5251300000,1336528,1143
dsa,_,"-""-",-,-,6,3,4,4,0,0,0,0,0,4,6702600000,1336528,1361
dsa,_,"-""-",-,-,7,3,4,4,0,0,0,0,0,4,6362600000,1336528,1310
dsa,_,"-""-",-,-,8,3,2,6,0,0,0,0,0,2,6313500000,1336528,1312
dsa,_,"-""-",-,-,9,3,4,6,0,0,0,0,0,4,7132900000,1336528,1627
dsa,5,t4,1,6,0,4,2,2,0,0,0,0,0,2,6168400000,1228336,1146
dsa,_,"-""-",-,-,1,3,4,0,0,0,0,0,0,4,4238900000,1228336,977
dsa,_,"-""-",-,-,2,4,2,2,0,0,0,0,0,2,6230200000,1228336,1227
dsa,_,"-""-",-,-,3,3,0,0,0,0,0,0,0,0,3880600000,1228336,937
dsa,_,"-""-",-,-,4,3,0,0,0,0,0,0,0,0,4988800000,1228336,1047
dsa,_,"-""-",-,-,5,4,0,0,0,0,0,0,0,0,5336600000,1228336,1105
dsa,6,t5,1,6,0,3,2,2,0,0,0,0,0,2,4627400000,1541160,1139
dsa,_,"-""-",-,-,1,4,1,1,0,0,0,0,0,1,4467100000,1541160,1055
dsa,_,"-""-",-,-,2,3,5,1,0,0,0,0,0,5,6752700000,1541160,1377
dsa,_,"-""-",-,-,3,6,3,2,0,0,0,0,0,3,10854400000,1541160,2041
dsa,_,"-""-",-,-,4,6,4,3,0,0,0,0,0,4,10657100000,1541160,1994
dsa,_,"-""-",-,-,5,3,5,1,0,0,0,0,0,5,8360500000,1541160,1782
dsa,7,t6,1,5,0,6,10,15,0,0,0,0,0,10,15025800000,1871920,2720
dsa,_,"-""-",-,-,1,6,8,17,0,0,0,0,0,8,16083900000,1871920,2723
dsa,_,"-""-",-,-,2,6,12,3,0,0,0,0,0,12,7531700000,1871920,1478
dsa,_,"-""-",-,-,3,4,6,1,0,0,0,0,0,6,7613300000,1871920,1598
dsa,_,"-""-",-,-,4,6,0,0,0,0,0,0,0,0,8767700000,1871920,1388
dsa,8,t7,1,3,0,6,10,15,0,0,0,0,0,10,15128800000,1894488,2557
dsa,_,"-""-",-,-,1,6,20,13,0,0,0,0,0,20,22484000000,1894488,3429
dsa,_,"-""-",-,-,2,4,21,5,0,0,0,0,0,21,19559100000,1894488,3176
dsa,9,t8,1,6,0,3,0,0,0,0,0,0,0,0,1669200000,1871608,524
dsa,_,"-""-",-,-,1,4,0,0,0,0,0,0,0,0,4175800000,1871608,883
dsa,_,"-""-",-,-,2,5,2,0,0,0,0,0,0,2,3579400000,1871608,824
dsa,_,"-""-",-,-,3,3,0,0,0,0,0,0,0,0,3186500000,1871608,726
dsa,_,"-""-",-,-,4,5,1,1,0,0,0,0,0,1,4685000000,1871608,1014
dsa,_,"-""-",-,-,5,3,0,0,0,0,0,0,0,0,2262500000,1871608,635
dsa,10,t9,1,4,0,4,6,4,0,0,0,0,0,6,8452200000,2177280,1842
dsa,_,"-""-",-,-,1,4,9,4,0,0,0,0,0,9,11721600000,2177280,2196
dsa,_,"-""-",-,-,2,5,8,6,0,0,0,0,0,8,12833200000,2177280,2424
dsa,_,"-""-",-,-,3,4,4,3,0,0,0,0,0,4,8252400000,2177280,1471
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
dsa,1,t0,1,11,0,3,2,2,0,0,0,0,0,2,16531900000,696408,978
dsa,_,"-""-",-,-,1,3,0,2,0,0,0,0,0,0,12824000000,696408,846
dsa,_,"-""-",-,-,2,3,1,3,0,0,0,0,0,1,16841800000,696408,920
dsa,_,"-""-",-,-,3,3,1,3,0,0,0,0,0,1,16016700000,696408,982
dsa,_,"-""-",-,-,4,3,1,5,0,0,0,0,0,1,21374700000,696408,1160
dsa,_,"-""-",-,-,5,3,1,3,0,0,0,0,0,1,17792800000,696408,1032
dsa,_,"-""-",-,-,6,3,2,8,0,0,0,0,0,2,24147900000,696408,1401
dsa,_,"-""-",-,-,7,3,4,6,0,0,0,0,0,4,27204400000,696408,1509
dsa,_,"-""-",-,-,8,3,5,9,0,0,0,0,0,5,34178299999,696408,1902
dsa,_,"-""-",-,-,9,4,4,6,0,0,0,0,0,4,22295400000,696408,1308
dsa,_,"-""-",-,-,10,6,4,6,0,0,0,0,0,4,26641800000,696408,1459
dsa,2,t1,1,14,0,4,3,1,0,0,0,0,0,3,23968900000,1127024,1184
dsa,_,"-""-",-,-,1,4,5,3,0,0,0,0,0,5,31286900000,1127024,1484
dsa,_,"-""-",-,-,2,4,4,3,0,0,0,0,0,4,32266700000,1127024,1471
dsa,_,"-""-",-,-,3,4,3,1,0,0,0,0,0,3,23007900000,1127024,1139
dsa,_,"-""-",-,-,4,4,3,1,0,0,0,0,0,3,20719400000,1127024,1080
dsa,_,"-""-",-,-,5,4,2,0,0,0,0,0,0,2,16788900000,1127024,920
dsa,_,"-""-",-,-,6,4,2,0,0,0,0,0,0,2,15393900000,1127024,871
dsa,_,"-""-",-,-,7,4,2,0,0,0,0,0,0,2,15178500000,1127024,865
dsa,_,"-""-",-,-,8,3,2,0,0,0,0,0,0,2,13719700001,1127024,812
dsa,_,"-""-",-,-,9,3,0,0,0,0,0,0,0,0,8004900000,1127024,530
dsa,_,"-""-",-,-,10,6,6,0,0,0,0,0,0,6,30685400000,1127024,1463
dsa,_,"-""-",-,-,11,4,6,0,0,0,0,0,0,6,28618800000,1127024,1379
dsa,_,"-""-",-,-,12,5,0,0,0,0,0,0,0,0,15317700000,1127024,825
dsa,_,"-""-",-,-,13,4,6,5,0,0,0,0,0,6,37523100000,1127024,1767
dsa,3,t2,1,9,0,4,2,2,0,0,0,0,0,2,20879200000,1050496,1080
dsa,_,"-""-",-,-,1,3,4,0,0,0,0,0,0,4,16495900000,1050496,967
dsa,_,"-""-",-,-,2,4,4,3,0,0,0,0,0,4,30087900000,1050496,1475
dsa,_,"-""-",-,-,3,4,4,0,0,0,0,0,0,4,23075200000,1050496,1139
dsa,_,"-""-",-,-,4,4,4,0,0,0,0,0,0,4,22017400000,1050496,1134
dsa,_,"-""-",-,-,5,4,4,0,0,0,0,0,0,4,21502000000,1050496,1135
dsa,_,"-""-",-,-,6,4,5,1,0,0,0,0,0,5,29077400000,1050496,1364
dsa,_,"-""-",-,-,7,4,0,0,0,0,0,0,0,0,17509800000,1050496,932
dsa,_,"-""-",-,-,8,4,0,0,0,0,0,0,0,0,14486300000,1050496,838
dsa,4,t3,1,10,0,5,3,1,0,0,0,0,0,3,20539100000,1336528,1089
dsa,_,"-""-",-,-,1,5,2,2,0,0,0,0,0,2,23094200000,1336528,1209
dsa,_,"-""-",-,-,2,3,0,0,0,0,0,0,0,0,15504400000,1336528,871
dsa,_,"-""-",-,-,3,4,4,2,0,0,0,0,0,4,28209400000,1336528,1386
dsa,_,"-""-",-,-,4,4,2,2,0,0,0,0,0,2,22718700000,1336528,1183
dsa,_,"-""-",-,-,5,3,2,2,0,0,0,0,0,2,20962100000,1336528,1143
dsa,_,"-""-",-,-,6,3,4,4,0,0,0,0,0,4,25293100000,1336528,1361
dsa,_,"-""-",-,-,7,3,4,4,0,0,0,0,0,4,23416100000,1336528,1310
dsa,_,"-""-",-,-,8,3,2,6,0,0,0,0,0,2,23874100000,1336528,1312
dsa,_,"-""-",-,-,9,3,4,6,0,0,0,0,0,4,30247300000,1336528,1627
dsa,5,t4,1,6,0,4,2,2,0,0,0,0,0,2,21369600000,1228336,1146
dsa,_,"-""-",-,-,1,3,4,0,0,0,0,0,0,4,17126400000,1228336,977
dsa,_,"-""-",-,-,2,4,2,2,0,0,0,0,0,2,22551100000,1228336,1227
dsa,_,"-""-",-,-,3,3,0,0,0,0,0,0,0,0,15168400000,1228336,937
dsa,_,"-""-",-,-,4,3,0,0,0,0,0,0,0,0,20748700000,1228336,1047
dsa,_,"-""-",-,-,5,4,0,0,0,0,0,0,0,0,19017900000,1228336,1105
dsa,6,t5,1,6,0,3,2,2,0,0,0,0,0,2,19377599999,1541160,1139
dsa,_,"-""-",-,-,1,4,1,1,0,0,0,0,0,1,17531000000,1541160,1055
dsa,_,"-""-",-,-,2,3,5,1,0,0,0,0,0,5,27150200000,1541160,1377
dsa,_,"-""-",-,-,3,6,3,2,0,0,0,0,0,3,42169700000,1541160,2041
dsa,_,"-""-",-,-,4,6,4,3,0,0,0,0,0,4,45480800000,1541160,1994
dsa,_,"-""-",-,-,5,3,5,1,0,0,0,0,0,5,35611400000,1541160,1782
dsa,7,t6,1,5,0,6,10,15,0,0,0,0,0,10,67557400000,1871920,2720
dsa,_,"-""-",-,-,1,6,8,17,0,0,0,0,0,8,75125500000,1871920,2723
dsa,_,"-""-",-,-,2,6,12,3,0,0,0,0,0,12,31465500000,1871920,1478
dsa,_,"-""-",-,-,3,4,6,1,0,0,0,0,0,6,32327100000,1871920,1598
dsa,_,"-""-",-,-,4,6,0,0,0,0,0,0,0,0,30601100000,1871920,1388
dsa,8,t7,1,3,0,6,10,15,0,0,0,0,0,10,60507600000,1894488,2557
dsa,_,"-""-",-,-,1,6,20,13,0,0,0,0,0,20,98717300000,1894488,3429
dsa,_,"-""-",-,-,2,4,21,5,0,0,0,0,0,21,74592000000,1894488,3176
dsa,9,t8,1,6,0,3,0,0,0,0,0,0,0,0,6383499999,1871608,524
dsa,_,"-""-",-,-,1,4,0,0,0,0,0,0,0,0,15423999999,1871608,883
dsa,_,"-""-",-,-,2,5,2,0,0,0,0,0,0,2,13309900000,1871608,824
dsa,_,"-""-",-,-,3,3,0,0,0,0,0,0,0,0,11959200000,1871608,726
dsa,_,"-""-",-,-,4,5,1,1,0,0,0,0,0,1,16865700000,1871608,1014
dsa,_,"-""-",-,-,5,3,0,0,0,0,0,0,0,0,8384600000,1871608,635
dsa,10,t9,1,4,0,4,6,4,0,0,0,0,0,6,37122100000,2177280,1842
dsa,_,"-""-",-,-,1,4,9,4,0,0,0,0,0,9,54324400000,2177280,2196
dsa,_,"-""-",-,-,2,5,8,6,0,0,0,0,0,8,50864300000,2177280,2424
dsa,_,"-""-",-,-,3,4,4,3,0,0,0,0,0,4,31550400000,2177280,1471
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,225000000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,216800000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,209800000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,249600000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,279100000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,269600000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,395600000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,404700000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,697200000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,416500000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,410300000,696408,1354
ssa,2,t1,1,14,0,4,1,3,0,0,12,0,0,1,366300000,1127024,1184
ssa,_,"-""-",-,-,1,4,4,2,0,0,20,0,0,4,611000000,1127024,1423
ssa,_,"-""-",-,-,2,4,3,2,0,0,20,0,0,3,493100000,1127024,1392
ssa,_,"-""-",-,-,3,4,2,2,0,0,12,0,0,2,390300000,1127024,1138
ssa,_,"-""-",-,-,4,4,2,2,0,0,12,0,0,2,426400000,1127024,1079
ssa,_,"-""-",-,-,5,4,2,0,0,0,4,0,0,2,264500000,1127024,926
ssa,_,"-""-",-,-,6,4,2,0,0,0,4,0,0,2,293200000,1127024,877
ssa,_,"-""-",-,-,7,4,2,0,0,0,4,0,0,2,411300000,1127024,871
ssa,_,"-""-",-,-,8,3,2,0,0,0,3,0,0,2,212300000,1127024,817
ssa,_,"-""-",-,-,9,3,0,0,0,0,0,0,0,0,123000000,1127024,526
ssa,_,"-""-",-,-,10,6,3,3,0,0,18,0,0,3,514100000,1127024,1512
ssa,_,"-""-",-,-,11,4,3,3,0,0,12,0,0,3,431400000,1127024,1427
ssa,_,"-""-",-,-,12,5,0,0,0,0,10,0,0,0,504700000,1127024,817
ssa,_,"-""-",-,-,13,4,4,3,0,0,28,0,0,4,745300000,1127024,1637
ssa,3,t2,1,9,0,4,1,3,0,0,12,0,0,1,308500000,1050496,1079
ssa,_,"-""-",-,-,1,3,2,2,0,0,9,0,0,2,284200000,1050496,966
ssa,_,"-""-",-,-,2,4,3,2,0,0,20,0,0,3,482400000,1050496,1396
ssa,_,"-""-",-,-,3,4,2,2,0,0,12,0,0,2,378800000,1050496,1139
ssa,_,"-""-",-,-,4,4,2,2,0,0,12,0,0,2,364200000,1050496,1134
ssa,_,"-""-",-,-,5,4,2,2,0,0,12,0,0,2,335600000,1050496,1135
ssa,_,"-""-",-,-,6,4,4,0,0,0,20,0,0,4,536300000,1050496,1309
ssa,_,"-""-",-,-,7,4,0,0,0,0,16,0,0,0,288800000,1050496,917
ssa,_,"-""-",-,-,8,4,0,0,0,0,8,0,0,0,284800000,1050496,830
ssa,4,t3,1,10,0,5,2,2,0,0,15,0,0,2,299399999,1336528,1089
ssa,_,"-""-",-,-,1,5,2,2,0,0,15,0,0,2,387700000,1336528,1208
ssa,_,"-""-",-,-,2,3,0,0,0,0,6,0,0,0,287499999,1336528,863
ssa,_,"-""-",-,-,3,4,3,1,0,0,20,0,0,3,445699999,1336528,1318
ssa,_,"-""-",-,-,4,4,2,2,0,0,12,0,0,2,348200001,1336528,1180
ssa,_,"-""-",-,-,5,3,2,2,0,0,9,0,0,2,337100000,1336528,1140
ssa,_,"-""-",-,-,6,3,4,2,0,0,15,0,0,4,491300001,1336528,1305
ssa,_,"-""-",-,-,7,3,4,2,0,0,15,0,0,4,401600000,1336528,1254
ssa,_,"-""-",-,-,8,3,4,2,0,0,15,0,0,4,375100000,1336528,1254
ssa,_,"-""-",-,-,9,3,5,2,0,0,21,0,0,5,473299999,1336528,1500
ssa,5,t4,1,6,0,4,2,2,0,0,12,0,0,2,310300000,1228336,1144
ssa,_,"-""-",-,-,1,3,2,2,0,0,9,0,0,2,348400000,1228336,976
ssa,_,"-""-",-,-,2,4,2,2,0,0,12,0,0,2,426200000,1228336,1225
ssa,_,"-""-",-,-,3,3,0,0,0,0,6,0,0,0,240700000,1228336,929
ssa,_,"-""-",-,-,4,3,0,0,0,0,6,0,0,0,261700000,1228336,1039
ssa,_,"-""-",-,-,5,4,0,0,0,0,0,0,0,0,329700000,1228336,1105
ssa,6,t5,1,6,0,3,1,1,0,0,6,0,0,1,273600000,1541160,1077
ssa,_,"-""-",-,-,1,4,1,0,0,0,8,0,0,1,273300000,1541160,980
ssa,_,"-""-",-,-,2,3,4,0,0,0,15,0,0,4,377200000,1541160,1318
ssa,_,"-""-",-,-,3,6,2,3,0,0,30,0,0,2,635200000,1541160,2013
ssa,_,"-""-",-,-,4,6,3,2,0,0,30,0,0,3,712000000,1541160,1920
ssa,_,"-""-",-,-,5,3,4,0,0,0,15,0,0,4,519800000,1541160,1727
ssa,7,t6,1,5,0,6,7,11,0,0,60,0,0,7,893900000,1871920,2672
ssa,_,"-""-",-,-,1,6,8,10,0,0,60,0,0,8,987100000,1871920,2674
ssa,_,"-""-",-,-,2,6,2,8,0,0,30,0,0,2,463300000,1871920,1485
ssa,_,"-""-",-,-,3,4,4,1,0,0,20,0,0,4,693200000,1871920,1525
ssa,_,"-""-",-,-,4,6,0,0,0,0,48,0,0,0,469800000,1871920,1352
ssa,8,t7,1,3,0,6,5,13,0,0,60,0,0,5,820100000,1894488,2502
ssa,_,"-""-",-,-,1,6,12,11,0,0,90,0,0,12,1286200000,1894488,3382
ssa,_,"-""-",-,-,2,4,12,9,0,0,60,0,0,12,1227200000,1894488,3202
ssa,9,t8,1,6,0,3,0,0,0,0,0,0,0,0,89000000,1871608,524
ssa,_,"-""-",-,-,1,4,0,0,0,0,8,0,0,0,245100000,1871608,875
ssa,_,"-""-",-,-,2,5,2,0,0,0,5,0,0,2,213700000,1871608,829
ssa,_,"-""-",-,-,3,3,0,0,0,0,6,0,0,0,197100000,1871608,718
ssa,_,"-""-",-,-,4,5,0,1,0,0,10,0,0,0,296200000,1871608,939
ssa,_,"-""-",-,-,5,3,0,0,0,0,6,0,0,0,135600000,1871608,635
ssa,10,t9,1,4,0,4,4,2,0,0,36,0,0,4,681900000,2177280,1711
ssa,_,"-""-",-,-,1,4,7,2,0,0,40,0,0,7,815400000,2177280,2063
ssa,_,"-""-",-,-,2,5,5,3,0,0,65,0,0,5,702599999,2177280,2221
ssa,_,"-""-",-,-,3,4,3,2,0,0,20,0,0,3,505500001,2177280,1397
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
dsa,1,t0,1,11,0,3,2,2,0,0,0,0,0,2,252400000,696408,978
dsa,_,"-""-",-,-,1,3,0,2,0,0,0,0,0,0,235200000,696408,846
dsa,_,"-""-",-,-,2,3,1,3,0,0,0,0,0,1,249800000,696408,920
dsa,_,"-""-",-,-,3,3,1,3,0,0,0,0,0,1,281600000,696408,982
dsa,_,"-""-",-,-,4,3,1,5,0,0,0,0,0,1,380600000,696408,1160
dsa,_,"-""-",-,-,5,3,1,3,0,0,0,0,0,1,629700000,696408,1032
dsa,_,"-""-",-,-,6,3,2,8,0,0,0,0,0,2,359900000,696408,1401
dsa,_,"-""-",-,-,7,3,4,6,0,0,0,0,0,4,452800000,696408,1509
dsa,_,"-""-",-,-,8,3,5,9,0,0,0,0,0,5,511000000,696408,1902
dsa,_,"-""-",-,-,9,4,4,6,0,0,0,0,0,4,423900000,696408,1308
dsa,_,"-""-",-,-,10,6,4,6,0,0,0,0,0,4,470100000,696408,1459
dsa,2,t1,1,14,0,4,3,1,0,0,0,0,0,3,359000000,1127024,1184
dsa,_,"-""-",-,-,1,4,5,3,0,0,0,0,0,5,474000000,1127024,1484
dsa,_,"-""-",-,-,2,4,4,3,0,0,0,0,0,4,569900000,1127024,1471
dsa,_,"-""-",-,-,3,4,3,1,0,0,0,0,0,3,370000000,1127024,1139
dsa,_,"-""-",-,-,4,4,3,1,0,0,0,0,0,3,347300000,1127024,1080
dsa,_,"-""-",-,-,5,4,2,0,0,0,0,0,0,2,313100000,1127024,920
dsa,_,"-""-",-,-,6,4,2,0,0,0,0,0,0,2,402300000,1127024,871
dsa,_,"-""-",-,-,7,4,2,0,0,0,0,0,0,2,306700000,1127024,865
