SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
dsa,_,"-""-",-,-,4,5,1,1,0,0,0,0,0,1,309900000,1871672,1014
dsa,_,"-""-",-,-,5,3,0,0,0,0,0,0,0,0,153600000,1871672,635
dsa,10,t9,1,4,0,4,6,4,0,0,0,0,0,6,547200000,2177344,1842
dsa,_,"-""-",-,-,1,4,9,4,0,0,0,0,0,9,770800000,2177344,2196
dsa,_,"-""-",-,-,2,5,8,6,0,0,0,0,0,8,711500000,2177344,2424
dsa,_,"-""-",-,-,3,4,4,3,0,0,0,0,0,4,1036800000,2177344,1471
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t13,1,1,0,4,0,0,0,0,16,0,0,0,260900000,118184,969
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t13,1,1,0,3,0,1,0,0,6,0,0,0,184200000,72472,773
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t13,1,1,0,3,1,1,0,0,6,0,0,1,227100000,76912,869
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t13,1,1,0,3,1,1,0,0,6,0,0,1,220600000,77904,875
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t13,1,1,0,3,1,0,0,0,6,0,0,1,247400000,81400,886
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t13,1,1,0,3,1,0,0,0,6,0,0,1,12445600000,81400,886
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t13,1,1,0,3,1,0,0,0,6,0,0,1,12372900000,81400,886
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t13,1,1,0,3,1,0,0,0,6,0,0,1,19117900000,81400,886
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t13,1,1,0,3,1,0,0,0,6,0,0,1,12894400000,81336,886
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,12730500000,696472,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,10857300000,696472,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,13431900000,696472,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,12929000000,696472,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,16975200000,696472,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,14143500000,696472,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,20516400000,696472,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,22304700000,696472,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,30143100000,696472,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,40469400000,696472,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,55472300000,696472,1354
ssa,2,t1,1,14,0,4,1,3,0,0,12,0,0,1,19302500000,1127088,1184
ssa,_,"-""-",-,-,1,4,4,2,0,0,20,0,0,4,26249500000,1127088,1423
ssa,_,"-""-",-,-,2,4,3,2,0,0,20,0,0,3,27902600000,1127088,1392
ssa,_,"-""-",-,-,3,4,2,2,0,0,12,0,0,2,19641400000,1127088,1138
ssa,_,"-""-",-,-,4,4,2,2,0,0,12,0,0,2,18190900001,1127088,1079
ssa,_,"-""-",-,-,5,4,2,0,0,0,4,0,0,2,13367400000,1127088,926
ssa,_,"-""-",-,-,6,4,2,0,0,0,4,0,0,2,12634300000,1127088,877
ssa,_,"-""-",-,-,7,4,2,0,0,0,4,0,0,2,31990200000,1127088,871
ssa,_,"-""-",-,-,8,3,2,0,0,0,3,0,0,2,13310000000,1127088,817
ssa,_,"-""-",-,-,9,3,0,0,0,0,0,0,0,0,12405800000,1127088,526
ssa,_,"-""-",-,-,10,6,3,3,0,0,18,0,0,3,47730400000,1127088,1512
ssa,_,"-""-",-,-,11,4,3,3,0,0,12,0,0,3,29798400000,1127088,1427
ssa,_,"-""-",-,-,12,5,0,0,0,0,10,0,0,0,13265500000,1127088,817
ssa,_,"-""-",-,-,13,4,4,3,0,0,28,0,0,4,36079700000,1127088,1637
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,12923200000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,19703500000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,15467600000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,23670700000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,21175200000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,18091700000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,22858500000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,32630000000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,34850400000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,20471700000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,22914900000,696408,1354
ssa,2,t1,1,14,0,4,1,3,0,0,12,0,0,1,19526300000,1127024,1184
ssa,_,"-""-",-,-,1,4,4,2,0,0,20,0,0,4,29497300000,1127024,1423
ssa,_,"-""-",-,-,2,4,3,2,0,0,20,0,0,3,34810000000,1127024,1392
ssa,_,"-""-",-,-,3,4,2,2,0,0,12,0,0,2,24489700000,1127024,1138
ssa,_,"-""-",-,-,4,4,2,2,0,0,12,0,0,2,21560100000,1127024,1079
ssa,_,"-""-",-,-,5,4,2,0,0,0,4,0,0,2,13558000000,1127024,926
ssa,_,"-""-",-,-,6,4,2,0,0,0,4,0,0,2,14905100000,1127024,877
ssa,_,"-""-",-,-,7,4,2,0,0,0,4,0,0,2,13314700000,1127024,871
ssa,_,"-""-",-,-,8,3,2,0,0,0,3,0,0,2,18045200000,1127024,817
ssa,_,"-""-",-,-,9,3,0,0,0,0,0,0,0,0,16750500000,1127024,526
ssa,_,"-""-",-,-,10,6,3,3,0,0,18,0,0,3,32504100000,1127024,1512
ssa,_,"-""-",-,-,11,4,3,3,0,0,12,0,0,3,29557100000,1127024,1427
ssa,_,"-""-",-,-,12,5,0,0,0,0,10,0,0,0,17977100000,1127024,817
ssa,_,"-""-",-,-,13,4,4,3,0,0,28,0,0,4,50169900000,1127024,1637
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
dsa,1,t0,1,11,0,3,2,2,0,0,0,0,0,2,268200000,696408,978
dsa,_,"-""-",-,-,1,3,0,2,0,0,0,0,0,0,267100000,696408,846
dsa,_,"-""-",-,-,2,3,1,3,0,0,0,0,0,1,273400000,696408,920
dsa,_,"-""-",-,-,3,3,1,3,0,0,0,0,0,1,275900000,696408,982
dsa,_,"-""-",-,-,4,3,1,5,0,0,0,0,0,1,341600000,696408,1160
dsa,_,"-""-",-,-,5,3,1,3,0,0,0,0,0,1,319600000,696408,1032
dsa,_,"-""-",-,-,6,3,2,8,0,0,0,0,0,2,421699999,696408,1401
dsa,_,"-""-",-,-,7,3,4,6,0,0,0,0,0,4,456200000,696408,1509
dsa,_,"-""-",-,-,8,3,5,9,0,0,0,0,0,5,513600000,696408,1902
dsa,_,"-""-",-,-,9,4,4,6,0,0,0,0,0,4,418500000,696408,1308
dsa,_,"-""-",-,-,10,6,4,6,0,0,0,0,0,4,523600000,696408,1459
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,12816400000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,12609300000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,14465900000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,17595900000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,20008900000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,15988700000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,24220000000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,26497500000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,34204000000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,19764900000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,31082200000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,12624600000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,10949600000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,12274900000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,16047000000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,19211899999,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,16767300000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,22874100000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,26519500000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,39613300001,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,21715400000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,24984400000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,13455000000,696472,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,11123900000,696472,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,12259300000,696472,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,13647500000,696472,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,16508100000,696472,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,14061000000,696472,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,20102400000,696472,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,22244100000,696472,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,28558900000,696472,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,18485800000,696472,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,132608400000,696472,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,232000000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,194100000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,258200000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,272200000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,312200000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,258100000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,375300000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,419600001,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,541800000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,455200000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,468600000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,13806900000,696472,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,12266700000,696472,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,13314500000,696472,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,14053300000,696472,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,18056000000,696472,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,15322600000,696472,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,28289000000,696472,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,28670400000,696472,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,31198900000,696472,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,20298600000,696472,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,24286600001,696472,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,13958300000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,11040700000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,12805900000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,14454600000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,17779500000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,14955000000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,21189500000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,24491100000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,30920700000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,19395000000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,23380800000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,14309400000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,11585100000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,12511900000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,14435500000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,18467000000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,16937500000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,21322600000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,24506600000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,31831700000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,19818600000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,23972300000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,14203500000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,11463600000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,12719800000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,14455300000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,17623100000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,14985800000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,22385900000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,24656600000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,31874600000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,19340700000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,24122300000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,14291200000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,12328600000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,12631600000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,13693200000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,18094500000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,15325199999,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,21196900000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,24454400000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,32306800000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,19503800000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,24771100000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,14536300000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,11447800000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,12970000000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,14155600000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,18171500000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,15040600001,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,21725700000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,32342100000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,32600500000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,20055000000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,24227400000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,14380400000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,11183700000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,13385900000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,19228700000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,18227700000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,19847900000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,21899500000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,24202100000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,31492600000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,20460400000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,23829600000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,13829400000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,11085500000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,12551400000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,14281000000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,19075900000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,15197600000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,21451800000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,23914000000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,34445300000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,19720199999,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,24081000000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,13884600000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,11277900000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,12617900000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,13767500000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,18126200000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,14986600000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,21133900000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,27526500000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,31492300000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,19490500000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,23352500000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,14211400000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,10992000000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,13177600000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,14119200000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,17880800000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,16394600000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,22581900000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,24528600000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,30954900000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,19236500001,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,23787500000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,6,0,0,1,13866700000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,6,0,0,0,10841200000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,6,0,0,1,12511100000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,6,0,0,1,14086900000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,6,0,0,1,17794000000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,6,0,0,1,15036700000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,12,0,0,2,21123700000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,12,0,0,4,27099200000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,18,0,0,6,31685300000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,16,0,0,2,19257900000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,24,0,0,3,23734000000,696408,1354
ssa,2,t1,1,14,0,4,1,3,0,0,12,0,0,1,21295600000,1127024,1184
ssa,_,"-""-",-,-,1,4,4,2,0,0,20,0,0,4,27286100000,1127024,1423
ssa,_,"-""-",-,-,2,4,3,2,0,0,20,0,0,3,30068200000,1127024,1392
ssa,_,"-""-",-,-,3,4,2,2,0,0,12,0,0,2,19859100000,1127024,1138
ssa,_,"-""-",-,-,4,4,2,2,0,0,12,0,0,2,18291200000,1127024,1079
ssa,_,"-""-",-,-,5,4,2,0,0,0,4,0,0,2,14080100000,1127024,926
ssa,_,"-""-",-,-,6,4,2,0,0,0,4,0,0,2,29492300000,1127024,877
ssa,_,"-""-",-,-,7,4,2,0,0,0,4,0,0,2,17688100000,1127024,871
ssa,_,"-""-",-,-,8,3,2,0,0,0,3,0,0,2,11342000001,1127024,817
ssa,_,"-""-",-,-,9,3,0,0,0,0,0,0,0,0,6481899999,1127024,526
